halaman1,content
56,Pemberitahuan sebagaimana dimaksud dalam ayat (1) ditandatangani oleh pengusaha dan/atau pimpinan perusahaan yang bersangkutan.
57,(NULL)
57,"Pekerja/buruh atau serikat pekerja/serikat buruh dan instansi yang bertanggung jawab di bidang ketenagakerjaan yang menerima secara langsung surat pemberitahuan penutupan perusahaan (lock out) sebagaimana dimaksud dalam Pasal 148 harus memberikan tanda bukti penerimaan dengan mencantumkan hari, tanggal, dan jam penerimaan."
57,"Sebelum dan selama penutupan perusahaan (lock out) berlangsung, instansi yang bertanggung jawab di bidang ketenagakerjaan berwenang langsung menyelesaikan masalah yang menyebabkan timbulnya penutupan perusahaan (lock out) dengan mempertemukan dan merundingkannya dengan para pihak yang berselisih."
57,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) menghasilkan kesepakatan, maka harus dibuat perjanjian bersama yang ditandatangani oleh para pihak dan pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan sebagai saksi."
57,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) tidak menghasilkan kesepakatan, maka pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan segera menyerahkan masalah yang menyebabkan terjadinya penutupan perusahaan (lock out) kepada lembaga penyelesaian perselisihan hubungan industrial."
57,"Apabila perundingan tidak menghasilkan kesepakatan sebagaimana dimaksud dalam ayat (4), maka atas dasar perundingan antara pengusaha dan serikat pekerja/serikat buruh, penutupan perusahaan (lock out) dapat diteruskan atau dihentikan untuk sementara atau dihentikan sama sekali."
57,"Pemberitahuan sebagaimana dimaksud dalam Pasal 148 ayat (1) dan ayat (2) tidak diperlukan apabila :
a. pekerja/buruh atau serikat pekerja/serikat buruh melanggar prosedur mogok kerja sebagaimana dimaksud dalam Pasal 140;
b. pekerja/buruh atau serikat pekerja/serikat buruh melanggar ketentuan normatif yang ditentukan dalam perjanjian kerja, peraturan perusahaan, perjanjian kerja bersama, atau peraturan perundang-undangan yang berlaku."
58,PEMUTUSAN HUBUNGAN KERJA
58,"Ketentuan mengenai pemutusan hubungan kerja dalam undang-undang ini meliputi pemutusan hubungan kerja yang terjadi di badan usaha yang berbadan hukum atau tidak, milik orang perseorangan, milik persekutuan atau milik badan hukum, baik milik swasta maupun milik negara, maupun usaha-usaha sosial dan usaha-usaha lain yang mempunyai pengurus dan mempekerjakan orang lain dengan membayar upah atau imbalan dalam bentuk lain."
58,(NULL)
58,"Pengusaha, pekerja/buruh, serikat pekerja/serikat buruh, dan pemerintah, dengan segala upaya harus mengusahakan agar jangan terjadi pemutusan hubungan kerja."
58,"Dalam hal segala upaya telah dilakukan, tetapi pemutusan hubungan kerja tidak dapat dihindari, maka maksud pemutusan hubungan kerja wajib dirundingkan oleh pengusaha dan serikat pekerja/serikat buruh atau dengan pekerja/buruh apabila pekerja/buruh yang bersangkutan tidak menjadi anggota serikat pekerja/serikat buruh."
58,"Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) benar-benar tidak menghasilkan persetujuan, pengusaha hanya dapat memutuskan hubungan kerja dengan pekerja/buruh setelah memperoleh penetapan dari lembaga penyelesaian perselisihan hubungan industrial."
58,(NULL)
58,Permohonan penetapan pemutusan hubungan kerja diajukan secara tertulis kepada lembaga penyelesaian perselisihan hubungan industrial disertai alasan yang menjadi dasarnya.
58,Permohonan penetapan sebagaimana dimaksud dalam ayat (1) dapat diterima oleh lembaga penyelesaian perselisihan hubungan industrial apabila telah dirundingkan sebagaimana dimaksud dalam Pasal 151 ayat (2).
59,"Penetapan atas permohonan pemutusan hubungan kerja hanya dapat diberikan oleh lembaga penyelesaian perselisihan hubungan industrial jika ternyata maksud untuk memutuskan hubungan kerja telah dirundingkan, tetapi perundingan tersebut tidak menghasilkan kesepakatan."
59,(NULL)
59,"Pengusaha dilarang melakukan pemutusan hubungan kerja dengan alasan :
a. pekerja/buruh berhalangan masuk kerja karena sakit menurut keterangan dokter selama waktu tidak melampaui 12 (dua belas) bulan secara terus-menerus;
b. pekerja/buruh berhalangan menjalankan pekerjaannya karena memenuhi kewajiban terhadap negara sesuai dengan ketentuan peraturan perundang-undangan yang berlaku;
c. pekerja/buruh menjalankan ibadah yang diperintahkan agamanya;
d. pekerja/buruh menikah;
e. pekerja/buruh perempuan hamil, melahirkan, gugur kandungan, atau menyusui bayinya;
f. pekerja/buruh mempunyai pertalian darah dan/atau ikatan perkawinan dengan pekerja/buruh lainnya di dalam satu perusahaan, kecuali telah diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama;
g. pekerja/buruh mendirikan, menjadi anggota dan/atau pengurus serikat pekerja/serikat buruh, pekerja/buruh melakukan kegiatan serikat pekerja/serikat buruh di luar jam kerja, atau di dalam jam kerja atas kesepakatan pengusaha, atau berdasarkan ketentuan yang diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama;
h. pekerja/buruh yang mengadukan pengusaha kepada yang berwajib mengenai perbuatan pengusaha yang melakukan tindak pidana kejahatan;
i. karena perbedaan paham, agama, aliran politik, suku, warna kulit, golongan, jenis kelamin, kondisi fisik, atau status perkawinan;"
60,"j. pekerja/buruh dalam keadaan cacat tetap, sakit akibat kecelakaan kerja, atau sakit karena hubungan kerja yang menurut surat keterangan dokter yang jangka waktu penyembuhannya belum dapat dipastikan."
60,Pemutusan hubungan kerja yang dilakukan dengan alasan sebagaimana dimaksud dalam ayat (1) batal demi hukum dan pengusaha wajib mempekerjakan kembali pekerja/buruh yang bersangkutan.
60,"Penetapan sebagaimana dimaksud dalam Pasal 151 ayat (3) tidak diperlukan dalam hal :
a. pekerja/buruh masih dalam masa percobaan kerja, bilamana telah dipersyaratkan secara tertulis sebelumnya;
b. pekerja/buruh mengajukan permintaan pengunduran diri, secara tertulis atas kemauan sendiri tanpa ada indikasi adanya tekanan/intimidasi dari pengusaha, berakhirnya hubungan kerja sesuai dengan perjanjian kerja waktu tertentu untuk pertama kali;
c. pekerja/buruh mencapai usia pensiun sesuai dengan ketetapan dalam perjanjian kerja, peraturan perusahaan, perjanjian kerja bersama, atau peraturan perundang-undangan; atau
d. pekerja/buruh meninggal dunia."
60,(NULL)
60,Pemutusan hubungan kerja tanpa penetapan sebagaimana dimaksud dalam Pasal 151 ayat (3) batal demi hukum.
60,"Selama putusan lembaga penyelesaian perselisihan hubungan industrial belum ditetapkan, baik pengusaha maupun pekerja/buruh harus tetap melaksanakan segala kewajibannya."
60,Pengusaha dapat melakukan penyimpangan terhadap ketentuan sebagaimana dimaksud dalam ayat (2) berupa tindakan skorsing kepada pekerja/buruh yang sedang dalam proses pemutusan hubungan kerja dengan tetap wajib membayar upah beserta hak-hak lainnya yang biasa diterima pekerja/buruh.
61,(NULL)
61,"Dalam hal terjadi pemutusan hubungan kerja, pengusaha diwajibkan membayar uang pesangon dan atau uang penghargaan masa kerja dan uang penggantian hak yang seharusnya diterima."
61,"Perhitungan uang pesangon sebagaimana dimaksud dalam ayat (1) paling sedikit sebagai berikut :
a. masa kerja kurang dari 1 (satu) tahun, 1 (satu) bulan upah;
b. masa kerja 1 (satu) tahun atau lebih tetapi kurang dari 2 (dua) tahun, 2 (dua) bulan upah;
c. masa kerja 2 (dua) tahun atau lebih tetapi kurang dari 3 (tiga) tahun, 3 (tiga) bulan upah;
d. masa kerja 3 (tiga) tahun atau lebih tetapi kurang dari 4 (empat) tahun, 4 (empat) bulan upah;
e. masa kerja 4 (empat) tahun atau lebih tetapi kurang dari 5 (lima) tahun, 5 (lima) bulan upah;
f. masa kerja 5 (lima) tahun atau lebih, tetapi kurang dari 6 (enam) tahun, 6 (enam) bulan upah;
g. masa kerja 6 (enam) tahun atau lebih tetapi kurang dari 7 (tujuh) tahun, 7 (tujuh) bulan upah;
h. masa kerja 7 (tujuh) tahun atau lebih tetapi kurang dari 8 (delapan) tahun, 8 (delapan) bulan upah;
i. masa kerja 8 (delapan) tahun atau lebih, 9 (sembilan) bulan upah."
61,"Perhitungan uang penghargaan masa kerja sebagaimana dimaksud dalam ayat (1) ditetapkan sebagai berikut :
a. masa kerja 3 (tiga) tahun atau lebih tetapi kurang dari 6 (enam) tahun, 2 (dua) bulan upah;
b. masa kerja 6 (enam) tahun atau lebih tetapi kurang dari 9 (sembilan) tahun, 3 (tiga) bulan upah;
c. masa kerja 9 (sembilan) tahun atau lebih tetapi kurang dari 12 (dua belas) tahun, 4 (empat) bulan upah;
d. masa kerja 12 (dua belas) tahun atau lebih tetapi kurang dari 15 (lima belas) tahun, 5 (lima) bulan upah;"
62,"e. masa kerja 15 (lima belas) tahun atau lebih tetapi kurang dari 18 (delapan belas) tahun, 6 (enam) bulan upah;
f. masa kerja 18 (delapan belas) tahun atau lebih tetapi kurang dari 21 (dua puluh satu) tahun, 7 (tujuh) bulan upah;
g. masa kerja 21 (dua puluh satu) tahun atau lebih tetapi kurang dari 24 (dua puluh empat) tahun, 8 (delapan) bulan upah;
h. masa kerja 24 (dua puluh empat) tahun atau lebih, 10 (sepuluh ) bulan upah."
62,"Uang penggantian hak yang seharusnya diterima sebagaimana dimaksud dalam ayat (1) meliputi :
a. cuti tahunan yang belum diambil dan belum gugur;
b. biaya atau ongkos pulang untuk pekerja/buruh dan keluarganya ketempat dimana pekerja/buruh diterima bekerja;
c. penggantian perumahan serta pengobatan dan perawatan ditetapkan 15% (lima belas perseratus) dari uang pesangon dan/atau uang penghargaan masa kerja bagi yang memenuhi syarat;
d. hal-hal lain yang ditetapkan dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama."
62,"Perubahan perhitungan uang pesangon, perhitungan uang penghargaan masa kerja, dan uang penggantian hak sebagaimana dimaksud dalam ayat (2), ayat (3), dan ayat (4) ditetapkan dengan Peraturan Pemerintah."
62,(NULL)
62,"Komponen upah yang digunakan sebagai dasar perhitungan uang pesangon, uang penghargaan masa kerja, dan uang pengganti hak yang seharusnya diterima yang tertunda, terdiri atas :
a. upah pokok;
b. segala macam bentuk tunjangan yang bersifat tetap yang diberikan kepada pekerja/buruh dan keluarganya, termasuk harga pembelian dari catu yang diberikan kepada pekerja/buruh secara cuma-cuma, yang apabila catu harus dibayar pekerja/buruh dengan subsidi, maka sebagai upah dianggap selisih antara harga pembelian dengan harga yang harus dibayar oleh pekerja/buruh."
63,"Dalam hal penghasilan pekerja/buruh dibayarkan atas dasar perhitungan harian, maka penghasilan sebulan adalah sama dengan 30 kali penghasilan sehari."
63,"Dalam hal upah pekerja/buruh dibayarkan atas dasar perhitungan satuan hasil, potongan/borongan atau komisi, maka penghasilan sehari adalah sama dengan pendapatan rata-rata per hari selama 12 (dua belas) bulan terakhir, dengan ketentuan tidak boleh kurang dari ketentuan upah minimum provinsi atau kabupaten/kota."
63,"Dalam hal pekerjaan tergantung pada keadaan cuaca dan upahnya didasarkan pada upah borongan, maka perhitungan upah sebulan dihitung dari upah rata-rata 12 (dua belas) bulan terakhir."
63,(NULL)
63,"Pengusaha dapat memutuskan hubungan kerja terhadap pekerja/buruh dengan alasan pekerja/buruh telah melakukan kesalahan berat sebagai berikut :
a. melakukan penipuan, pencurian, atau penggelapan barang dan/atau uang milik perusahaan;
b. memberikan keterangan palsu atau yang dipalsukan sehingga merugikan perusahaan;
c. mabuk, meminum minuman keras yang memabukkan, memakai dan/atau mengedarkan narkotika, psikotropika, dan zat adiktif lainnya di lingkungan kerja;
d. melakukan perbuatan asusila atau perjudian di lingkungan kerja;
e. menyerang, menganiaya, mengancam, atau mengintimidasi teman sekerja atau pengusaha di lingkungan kerja;
f. membujuk teman sekerja atau pengusaha untuk melakukan perbuatan yang bertentangan dengan peraturan perundang-undangan;
g. dengan ceroboh atau sengaja merusak atau membiarkan dalam keadaan bahaya barang milik perusahaan yang menimbulkan kerugian bagi perusahaan;
h. dengan ceroboh atau sengaja membiarkan teman sekerja atau pengusaha dalam keadaan bahaya di tempat kerja;"
64,"i. membongkar atau membocorkan rahasia perusahaan yang seharusnya dirahasiakan kecuali untuk kepentingan negara; atau
j. melakukan perbuatan lainnya di lingkungan perusahaan yang diancam pidana penjara 5 (lima) tahun atau lebih."
64,"Kesalahan berat sebagaimana dimaksud dalam ayat (1) harus didukung dengan bukti sebagai berikut :
a. pekerja/buruh tertangkap tangan;
b. ada pengakuan dari pekerja/buruh yang bersangkutan; atau
c. bukti lain berupa laporan kejadian yang dibuat oleh pihak yang berwenang di perusahaan yang bersangkutan dan didukung oleh sekurang-kurangnya 2 (dua) orang saksi."
64,"Pekerja/buruh yang diputus hubungan kerjanya berdasarkan alasan sebagaimana dimaksud dalam ayat (1), dapat memperoleh uang penggantian hak sebagaimana dimaksud dalam Pasal 156 ayat (4)."
64,"Bagi pekerja/buruh sebagaimana dimaksud dalam ayat (1) yang tugas dan fungsinya tidak mewakili kepentingan pengusaha secara langsung, selain uang penggantian hak sesuai dengan ketentuan Pasal 156 ayat (4) diberikan uang pisah yang besarnya dan pelaksanaannya diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
64,"Apabila pekerja/buruh tidak menerima pemutusan hubungan kerja sebagaimana dimaksud dalam Pasal 158 ayat (1), pekerja/buruh yang bersangkutan dapat mengajukan gugatan ke lembaga penyelesaian perselisihan hubungan industrial."
64,(NULL)
64,"Dalam hal pekerja/buruh ditahan pihak yang berwajib karena diduga melakukan tindak pidana bukan atas pengaduan pengusaha, maka pengusaha tidak wajib membayar upah tetapi wajib memberikan bantuan kepada keluarga pekerja/buruh yang menjadi tanggungannya dengan ketentuan sebagai berikut:"
65,"a. untuk 1 (satu) orang tanggungan : 25% (dua puluh lima perseratus) dari upah;
b. untuk 2 (dua) orang tanggungan : 35% (tiga puluh lima perseratus) dari upah;
c. untuk 3 (tiga) orang tanggungan : 45% (empat puluh lima perseratus) dari upah;
d. untuk 4 (empat) orang tanggungan atau lebih : 50% (lima puluh perseratus) dari upah."
65,Bantuan sebagaimana dimaksud dalam ayat (1) diberikan untuk paling lama 6 (enam) bulan takwin ter-hitung sejak hari pertama pekerja/buruh ditahan oleh pihak yang berwajib.
65,Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh yang setelah 6 (enam) bulan tidak dapat melakukan pekerjaan sebagaimana mestinya karena dalam proses perkara pidana sebagaimana dimaksud dalam ayat (1).
65,"Dalam hal pengadilan memutuskan perkara pidana sebelum masa 6 (enam) bulan sebagaimana dimaksud dalam ayat (3) berakhir dan pekerja/buruh dinyatakan tidak bersalah, maka pengusaha wajib mempekerjakan pekerja/buruh kembali."
65,"Dalam hal pengadilan memutuskan perkara pidana sebelum masa 6 (enam) bulan berakhir dan pekerja/ buruh dinyatakan bersalah, maka pengusaha dapat melakukan pemutusan hubungan kerja kepada pekerja/buruh yang bersangkutan."
65,Pemutusan hubungan kerja sebagaimana dimaksud dalam ayat (3) dan ayat (5) dilakukan tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial.
65,"Pengusaha wajib membayar kepada pekerja/buruh yang mengalami pemutusan hubungan kerja sebagai-mana dimaksud dalam ayat (3) dan ayat (5), uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4)."
66,(NULL)
66,"Dalam hal pekerja/buruh melakukan pelanggaran ketentuan yang diatur dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama, pengusaha dapat melakukan pemutusan hubungan kerja, setelah kepada pekerja/buruh yang bersangkutan diberikan surat peringatan pertama, kedua, dan ketiga secara berturut-turut."
66,"Surat peringatan sebagaimana dimaksud dalam ayat (1) masing-masing berlaku untuk paling lama 6 (enam) bulan, kecuali ditetapkan lain dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama."
66,"Pekerja/buruh yang mengalami pemutusan hubungan kerja dengan alasan sebagaimana dimaksud dalam ayat (1) memperoleh uang pesangon sebesar 1 (satu) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
66,(NULL)
66,"Pekerja/buruh yang mengundurkan diri atas kemauan sendiri, memperoleh uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
66,"Bagi pekerja/buruh yang mengundurkan diri atas kemauan sendiri, yang tugas dan fungsinya tidak mewakili kepentingan pengusaha secara langsung, selain menerima uang penggantian hak sesuai ketentuan Pasal 156 ayat (4) diberikan uang pisah yang besarnya dan pelaksanaannya diatur dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama."
66,"Pekerja/buruh yang mengundurkan diri sebagaimana dimaksud dalam ayat (1) harus memenuhi syarat :
a. mengajukan permohonan pengunduran diri secara tertulis selambat-lambatnya 30 (tiga puluh) hari sebelum tanggal mulai pengunduran diri;
b. tidak terikat dalam ikatan dinas; dan
c. tetap melaksanakan kewajibannya sampai tanggal mulai pengunduran diri."
67,Pemutusan hubungan kerja dengan alasan pengunduran diri atas kemauan sendiri dilakukan tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial.
67,(NULL)
67,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh dalam hal terjadi peru-bahan status, penggabungan, peleburan, atau perubahan kepemilikan perusahaan dan pekerja/buruh tidak bersedia melanjutkan hubungan kerja, maka pekerja/buruh berhak atas uang pesangon sebesar 1 (satu) kali sesuai ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4)."
67,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh karena perubahan status, penggabungan, atau peleburan perusahaan, dan pengusaha tidak bersedia menerima pekerja/buruh di perusahaannya, maka pekerja/buruh berhak atas uang pesangon sebesar 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 1 (satu) kali ketentuan dalam Pasal 156 ayat (3), dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4)."
67,(NULL)
67,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh karena perusahaan tutup yang disebabkan perusahaan mengalami kerugian secara terus menerus selama 2 (dua) tahun, atau keadaan memaksa (force majeur), dengan ketentuan pekerja/buruh berhak atas uang pesangon sebesar 1 (satu) kali ketentuan Pasal 156 ayat (2) uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
67,Kerugian perusahaan sebagaimana dimaksud dalam ayat (1) harus dibuktikan dengan laporan keuangan 2 (dua) tahun terakhir yang telah diaudit oleh akuntan publik.
68,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh karena perusahaan tutup bukan karena mengalami kerugian 2 (dua) tahun berturut-turut atau bukan karena keadaan memaksa (force majeur) tetapi perusahaan melakukan efisiensi, dengan ketentuan pekerja/buruh berhak atas uang pesangon sebesar 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
68,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/ buruh karena perusahaan pailit, dengan ketentuan pekerja/buruh berhak atas uang pesangon sebesar 1 (satu) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
68,"Dalam hal hubungan kerja berakhir karena pekerja/buruh meninggal dunia, kepada ahli warisnya diberikan sejumlah uang yang besar perhitungannya sama dengan perhitungan 2 (dua) kali uang pesangon sesuai ketentuan Pasal 156 ayat (2), 1 (satu) kali uang penghargaan masa kerja sesuai ketentuan Pasal 156 ayat (3), dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
68,(NULL)
68,"Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh karena memasuki usia pensiun dan apabila pengusaha telah mengikutkan pekerja/buruh pada program pensiun yang iurannya dibayar penuh oleh pengusaha, maka pekerja/buruh tidak berhak mendapatkan uang pesangon sesuai ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja sesuai ketentuan Pasal 156 ayat (3), tetapi tetap berhak atas uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
69,"Dalam hal besarnya jaminan atau manfaat pensiun yang diterima sekaligus dalam program pensiun se-bagaimana dimaksud dalam ayat (1) ternyata lebih kecil daripada jumlah uang pesangon 2 (dua) kali ketentuan Pasal 156 ayat (2) dan uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3), dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4), maka selisihnya dibayar oleh pengusaha."
69,"Dalam hal pengusaha telah mengikutsertakan pekerja/buruh dalam program pensiun yang iurannya/premi-nya dibayar oleh pengusaha dan pekerja/buruh, maka yang diperhitungkan dengan uang pesangon yaitu uang pensiun yang premi/iurannya dibayar oleh pengusaha."
69,"Ketentuan sebagaimana dimaksud dalam ayat (1), ayat (2), dan ayat (3) dapat diatur lain dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
69,"Dalam hal pengusaha tidak mengikutsertakan pekerja/buruh yang mengalami pemutusan hubungan kerja karena usia pensiun pada program pensiun maka pengusaha wajib memberikan kepada pekerja/buruh uang pesangon sebesar 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4). (6) Hak atas manfaat pensiun sebagaimana yang dimaksud dalam ayat (1), ayat (2), ayat (3), dan ayat (4) ti-dak menghilangkan hak pekerja/buruh atas jaminan hari tua yang bersifat wajib sesuai dengan peraturan perundang-undangan yang berlaku."
69,(NULL)
69,Pekerja/buruh yang mangkir selama 5 (lima) hari kerja atau lebih berturut-turut tanpa keterangan secara ter tulis yang dilengkapi dengan bukti yang sah dan telah dipanggil oleh pengusaha 2 (dua) kali secara patut dan tertulis dapat diputus hubungan kerjanya karena dikualifikasikan mengundurkan diri.
69,Keterangan tertulis dengan bukti yang sah sebagaimana dimaksud dalam ayat (1) harus diserahkan paling lambat pada hari pertama pekerja/buruh masuk bekerja.
70,"Pemutusan hubungan kerja sebagaimana dimaksud dalam ayat (1) pekerja/buruh yang bersangkutan berhak menerima uang penggantian hak sesuai ketentuan Pasal 156 ayat (4) dan diberikan uang pisah yang besarnya dan pelaksanaannya diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
70,(NULL)
70,"Pekerja/buruh dapat mengajukan permohonan pemutusan hubungan kerja kepada lembaga penyelesaian perselisihan hubungan industrial dalam hal pengusaha melakukan perbuatan sebagai berikut :
a. menganiaya, menghina secara kasar atau mengancam pekerja/buruh;
b. membujuk dan/atau menyuruh pekerja/buruh untuk melakukan perbuatan yang bertentangan dengan peraturan perundang-undangan;
c. tidak membayar upah tepat pada waktu yang telah ditentukan selama 3 (tiga) bulan berturut-turut atau lebih;
d. tidak melakukan kewajiban yang telah dijanjikan kepada pekerja/ buruh;
e. memerintahkan pekerja/buruh untuk melaksanakan pekerjaan di luar yang diperjanjikan; atau
f. memberikan pekerjaan yang membahayakan jiwa, keselamatan, kesehatan, dan kesusilaan pekerja/buruh sedangkan pekerjaan tersebut tidak dicantumkan pada perjanjian kerja."
70,"Pemutusan hubungan kerja dengan alasan sebagaimana dimaksud dalam ayat (1) pekerja/buruh berhak mendapat uang pesangon 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3), dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
71,"Dalam hal pengusaha dinyatakan tidak melakukan perbuatan sebagaimana dimaksud dalam ayat (1) oleh lembaga penyelesaian perselisihan hubungan industrial maka pengusaha dapat melakukan pemutusan hubungan kerja tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial dan pekerja/buruh yang bersangkutan tidak berhak atas uang pesangon sesuai ketentuan Pasal 156 ayat (2), dan uang penghargaan masa kerja sesuai ketentuan Pasal 156 ayat (3)."
71,"Pemutusan hubungan kerja yang dilakukan tidak memenuhi ketentuan Pasal 151 ayat (3) dan Pasal 168, kecuali Pasal 158 ayat (1), Pasal 160 ayat (3), Pasal 162, dan Pasal 169 batal demi hukum dan pengusaha wajib mempekerjakan pekerja/buruh yang bersangkutan serta membayar seluruh upah dan hak yang seharusnya diterima."
71,"Pekerja/buruh yang mengalami pemutusan hubungan kerja tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial yang berwenang sebagaimana dimaksud dalam Pasal 158 ayat (1), Pasal 160 ayat (3), dan Pasal 162, dan pekerja/buruh yang bersangkutan tidak dapat menerima pemutusan hubungan kerja tersebut, maka pekerja/buruh dapat mengajukan gugatan ke lembaga penyelesaian perselisihan hubungan industrial dalam waktu paling lama 1 (satu) tahun sejak tanggal dilakukan pemutusan hubungan kerjanya."
71,"Pekerja/buruh yang mengalami sakit berkepanjangan, mengalami cacat akibat kecelakaan kerja dan tidak dapat melakukan pekerjaannya setelah melampaui batas 12 (dua belas) bulan dapat mengajukan pemutusan hubungan kerja dan diberikan uang pesangon 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 2 (dua) kali ketentuan Pasal 156 ayat (3), dan uang pengganti hak 1 (satu) kali ketentuan Pasal 156 ayat (4)."
72,PEMBINAAN
72,(NULL)
72,Pemerintah melakukan pembinaan terhadap unsur-unsur dan kegiatan yang berhubungan dengan ketenagakerjaan.
72,"Pembinaan sebagaimana dimaksud dalam ayat (1), dapat mengikutsertakan organisasi pengusaha, seri-kat pekerja/serikat buruh, dan organisasi profesi terkait."
72,"Pembinaan sebagaimana dimaksud dalam ayat (1), dan ayat (2), dilaksanakan secara terpadu dan terkoordinasi."
72,"Dalam rangka pembinaan ketenagakerjaan, pemerintah, organisasi peng-usaha, serikat pekerja/serikat buruh dan organisasi profesi terkait dapat melakukan kerja sama internasional di bidang ketenagakerjaan sesuai dengan peraturan perundang-undangan yang berlaku."
72,(NULL)
72,Pemerintah dapat memberikan penghargaan kepada orang atau lembaga yang telah berjasa dalam pem-binaan ketenagakerjaan.
72,"Penghargaan sebagaimana dimaksud dalam ayat (1) dapat diberikan dalam bentuk piagam, uang, dan/atau bentuk lainnya."
72,PENGAWASAN
72,Pengawasan ketenagakerjaan dilakukan oleh pegawai pengawas ketenagakerjaan yang mempunyai kompetensi dan independen guna menjamin pelaksanaan peraturan perundang-undangan ketenagakerjaan.
73,Pegawai pengawas ketenagakerjaan sebagaimana dimaksud dalam Pasal 176 ditetapkan oleh Menteri atau pejabat yang ditunjuk.
73,(NULL)
73,"Pengawasan ketenagakerjaan dilaksanakan oleh unit kerja tersendiri pada instansi yang lingkup tugas dan tanggung jawabnya di bidang ketenagakerjaan pada pemerintah pusat, pemerintah provinsi, dan pemerintah kabupaten/kota."
73,Pelaksanaan pengawasan ketenagakerjaan sebagaimana dimaksud dalam ayat (1) diatur dengan Keputusan Presiden.
73,(NULL)
73,Unit kerja pengawasan ketenagakerjaan sebagaimana dimaksud dalam Pasal 178 pada pemerintah provinsi dan pemerintah kabupaten/kota wajib menyampaikan laporan pelaksanaan pengawasan ketenagakerjaan kepada Menteri.
73,Tata cara penyampaian laporan sebagaimana dimaksud dalam ayat (1) ditetapkan dengan Keputusan Menteri.
73,"Ketentuan mengenai persyaratan penunjukan, hak dan kewajiban, serta wewenang pegawai pengawas ketenagakerjaan sebagaimana dimaksud dalam Pasal 176 sesuai dengan peraturan perundang-undangan yang berlaku."
